Month,NIRBRS Crime,NIRBRS Crime Category,Frequency All Neighborhoods,Frequency % All Neighborhoods,Frequency at 75252,Frequency % at 75252,Frequency at 75248,Frequency % at 75248,Frequency at 75246,Frequency % at 75246,Frequency at 75243,Frequency % at 75243,Frequency at 75042,Frequency % at 75042,Frequency at 75216,Frequency % at 75216,Frequency at 75115,Frequency % at 75115,Frequency at 75062,Frequency % at 75062,Frequency at 75212,Frequency % at 75212,Frequency at 75137,Frequency % at 75137,Frequency at 75211,Frequency % at 75211,Frequency at 75229,Frequency % at 75229,Frequency at 75231,Frequency % at 75231,Frequency at 75041,Frequency % at 75041,Frequency at 75206,Frequency % at 75206,Frequency at 75247,Frequency % at 75247,Frequency at 75220,Frequency % at 75220,Frequency at 75149,Frequency % at 75149,Frequency at 75210,Frequency % at 75210,Frequency at 75104,Frequency % at 75104,Frequency at 75001,Frequency % at 75001,Frequency at 75251,Frequency % at 75251,Frequency at 75080,Frequency % at 75080,Frequency at 75204,Frequency % at 75204,Frequency at 75006,Frequency % at 75006,Frequency at 75254,Frequency % at 75254,Frequency at 75218,Frequency % at 75218,Frequency at 75116,Frequency % at 75116,Frequency at 75287,Frequency % at 75287,Frequency at 75234,Frequency % at 75234,Frequency at 75209,Frequency % at 75209,Frequency at 75202,Frequency % at 75202,Frequency at 75141,Frequency % at 75141,Frequency at 75233,Frequency % at 75233,Frequency at 75244,Frequency % at 75244,Frequency at 75232,Frequency % at 75232,Frequency at 75270,Frequency % at 75270,Frequency at 75228,Frequency % at 75228,Frequency at 75227,Frequency % at 75227,Frequency at 75240,Frequency % at 75240,Frequency at 75019,Frequency % at 75019,Frequency at 75208,Frequency % at 75208,Frequency at 75201,Frequency % at 75201,Frequency at 75052,Frequency % at 75052,Frequency at 75214,Frequency % at 75214,Frequency at 75219,Frequency % at 75219,Frequency at 75217,Frequency % at 75217,Frequency at 75225,Frequency % at 75225,Frequency at 75238,Frequency % at 75238,Frequency at 75051,Frequency % at 75051,Frequency at 75063,Frequency % at 75063,Frequency at 75007,Frequency % at 75007,Frequency at 75226,Frequency % at 75226,Frequency at 75203,Frequency % at 75203,Frequency at 75134,Frequency % at 75134,Frequency at 75236,Frequency % at 75236,Frequency at 75224,Frequency % at 75224,Frequency at 75207,Frequency % at 75207,Frequency at 75205,Frequency % at 75205,Frequency at 75230,Frequency % at 75230,Frequency at 75253,Frequency % at 75253,Frequency at 75235,Frequency % at 75235,Frequency at 75159,Frequency % at 75159,Frequency at 75081,Frequency % at 75081,Frequency at 75249,Frequency % at 75249,Frequency at 75241,Frequency % at 75241,Frequency at 75215,Frequency % at 75215,Frequency at 75237,Frequency % at 75237,Frequency at 75223,Frequency % at 75223
5,BURGLARY/ BREAKING & ENTERING,STOLEN PROPERTY OFFENSES,16,0.02,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,HOMICIDE OFFENSES,14,0.02,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,ASSAULT OFFENSES,748,1.01,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,BURGLARY/ BREAKING & ENTERING,564,0.76,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,HUMAN TRAFFICKING,0,0,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,GAMBLING OFFENSES,2,0,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,811,1.09,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,ARSON,16,0.02,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,BRIBERY,0,0,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,KIDNAPPING/ ABDUCTION,2,0,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,ANIMAL OFFENSES,9,0.01,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,ROBBERY,223,0.3,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,COUNTERFEITING / FORGERY,26,0.03,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,BURGLARY/ BREAKING & ENTERING,DRUG/ NARCOTIC VIOLATIONS,402,0.54,8,1.27,10,0.98,1,0.51,17,0.51,,,24,0.81,0,0,,,12,0.8,,,18,0.62,25,1.39,17,0.59,,,18,0.75,4,0.33,15,0.43,0,0,7,0.89,0,0,0,0,3,0.8,0,0,20,0.59,,,10,0.96,14,1.47,,,7,0.38,4,1.23,8,1.19,3,0.26,0,0,8,1.28,4,1.65,7,0.47,0,0,31,0.9,17,0.79,14,0.76,0,0,14,0.74,21,0.93,,,12,0.9,12,0.68,25,0.86,3,0.64,13,0.93,2,6.67,,,0,0,2,0.15,15,1.3,,,7,0.98,14,0.87,5,0.41,5,1.16,10,0.85,3,0.53,25,1.32,,,,,0,0,11,0.5,14,0.62,18,0.95,7,0.93
5,COUNTERFEITING / FORGERY,ARSON,16,0.02,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,PORNOGRAPHY/ OBSCENE MATERIAL,0,0,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,FRAUD OFFENSES,143,0.19,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,WEAPON LAW VIOLATIONS,77,0.1,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,LARCENY/ THEFT OFFENSES,2638,3.55,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,EXTORTION/ BLACKMAIL,1,0,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,BRIBERY,0,0,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,DRUG/ NARCOTIC VIOLATIONS,402,0.54,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,GAMBLING OFFENSES,2,0,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,KIDNAPPING/ ABDUCTION,2,0,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,COUNTERFEITING / FORGERY,26,0.03,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,BURGLARY/ BREAKING & ENTERING,564,0.76,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,ROBBERY,223,0.3,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,MOTOR VEHICLE THEFT,1118,1.5,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,EMBEZZELMENT,31,0.04,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
5,COUNTERFEITING / FORGERY,ASSAULT OFFENSES,748,1.01,0,0,1,0.1,0,0,1,0.03,,,1,0.03,0,0,,,0,0,,,2,0.07,0,0,2,0.07,,,1,0.04,3,0.25,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.11,,,2,0.11,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.11,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,,,,,0,0,0,0,1,0.04,0,0,0,0
